Norden		the Nordic countries	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
trivas	(trivs, trivdes, trivts)	thrive, be happy	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
längta	(-r, -de, -t)	miss, long for	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
familj	(-en, -er, -erna)	family	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
vän	(-nen, -ner, -nerna)	friend	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
Thailand		Thailand	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
ofta		often	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
telefon	(-en, -er, -erna)	telephone	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
IT-ingenjör	(-en, -er, -erna)	computer engineer	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
spelföretag	(-et, –, -en)	gaming company	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
spel	(-et, –, -en)	game	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
företag	(-et, –, -en)	company	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
katt	(-en, -er, -erna)	cat	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
sol	(-en)	sun	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
ibland		sometimes	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
mamma	(-n, -or, -orna)	mom	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
pappa	(-an, -or, -orna)	dad	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
vecka	(-n, -or, -orna)	week	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
i sommar		this summer	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
sommar	(-en, somrar, somrarna)	summer	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
det blir		it will be	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
bli	(blir, blev, blivit)	be, become	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
rolig	(-t, -a)	fun	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
deckare	(-n, –, deckarna)	crime novel	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
jazz	(-en)	jazz	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
hemma		at home	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
Skandinavien		Scandinavia	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
Norge		Norway	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
Danmark		Denmark	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
Island		Iceland	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
självstyrande		autonomous, self-governing	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
Färöarna		Faroe Islands	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
Grönland		Greenland	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
Finland		Finland	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
Åland		Aaland Islands	Sidan 20	Kapitel 2	Kapitel2 RivstartA1A2
till exempel		for example	Sidan 21	Kapitel 2	Kapitel2 RivstartA1A2
ses	(ses, sågs, setts)	to meet	Sidan 21	Kapitel 2	Kapitel2 RivstartA1A2
höras	(hörs, hördes, hörts)	be in touch	Sidan 21	Kapitel 2	Kapitel2 RivstartA1A2
fest	(-en, -er, -erna)	party	Sidan 21	Kapitel 2	Kapitel2 RivstartA1A2
klasskompis	(-en, -ar, -arna)	classmate	Sidan 21	Kapitel 2	Kapitel2 RivstartA1A2
välkommen	(välkommet, välkomna)	welcome	Sidan 21	Kapitel 2	Kapitel2 RivstartA1A2
det här		this	Sidan 21	Kapitel 2	Kapitel2 RivstartA1A2
trevlig	(-t, -a)	nice, friendly	Sidan 21	Kapitel 2	Kapitel2 RivstartA1A2
att		to	Sidan 21	Kapitel 2	Kapitel2 RivstartA1A2
träffas	(träffas, träffades, träffats)	to meet	Sidan 21	Kapitel 2	Kapitel2 RivstartA1A2
fin	(-t, -a)	nice, pretty	Sidan 21	Kapitel 2	Kapitel2 RivstartA1A2
lägenhet	(-en, -er, -erna)	apartment, flat	Sidan 21	Kapitel 2	Kapitel2 RivstartA1A2
Kom in		Come in!	Sidan 21	Kapitel 2	Kapitel2 RivstartA1A2
precis		exactly	Sidan 21	Kapitel 2	Kapitel2 RivstartA1A2
förlåt		I’m sorry, forgive me	Sidan 21	Kapitel 2	Kapitel2 RivstartA1A2
förstå	(förstår, förstod, förstått)	understand	Sidan 21	Kapitel 2	Kapitel2 RivstartA1A2
webb	(-en)	Internet	Sidan 21	Kapitel 2	Kapitel2 RivstartA1A2
thai		Thai	Sidan 21	Kapitel 2	Kapitel2 RivstartA1A2
artikel	(-n, artiklar, artiklarna)	article	Sidan 21	Kapitel 2	Kapitel2 RivstartA1A2
mat	(-en)	food	Sidan 21	Kapitel 2	Kapitel2 RivstartA1A2
kul	(ugs)	fun	Sidan 21	Kapitel 2	Kapitel2 RivstartA1A2
ska		will	Sidan 21	Kapitel 2	Kapitel2 RivstartA1A2
detsamma		the same	Sidan 21	Kapitel 2	Kapitel2 RivstartA1A2
Vi ses		See you!	Sidan 21	Kapitel 2	Kapitel2 RivstartA1A2
just det		exactly	Sidan 21	Kapitel 2	Kapitel2 RivstartA1A2
Ha det så bra		Be well!	Sidan 21	Kapitel 2	Kapitel2 RivstartA1A2
Du med		You too!	Sidan 21	Kapitel 2	Kapitel2 RivstartA1A2
Hej då		Good bye!	Sidan 21	Kapitel 2	Kapitel2 RivstartA1A2
komplettera	(-r, -de, -t)	complete	Sidan 22	Kapitel 2	Kapitel2 RivstartA1A2
varför		why	Sidan 22	Kapitel 2	Kapitel2 RivstartA1A2
er		you	Sidan 23	Kapitel 2	Kapitel2 RivstartA1A2
lista	(-n, -or, -orna)	list	Sidan 23	Kapitel 2	Kapitel2 RivstartA1A2
väska	(-n, -or, -orna)	bag	Sidan 23	Kapitel 2	Kapitel2 RivstartA1A2
folk		people	Sidan 23	Kapitel 2	Kapitel2 RivstartA1A2
på stan	(= staden)	downtown, in the city	Sidan 23	Kapitel 2	Kapitel2 RivstartA1A2
stad	(-en, städer, städerna)	city, town	Sidan 23	Kapitel 2	Kapitel2 RivstartA1A2
tja		well	Sidan 23	Kapitel 2	Kapitel2 RivstartA1A2
mobiltelefon	(-en, -er, -erna)	cell phone, mobile phone	Sidan 23	Kapitel 2	Kapitel2 RivstartA1A2
tuggummipaket	(-et, –, -en)	pack of chewing gum	Sidan 23	Kapitel 2	Kapitel2 RivstartA1A2
paket	(-et, –, -en)	pack, packet	Sidan 23	Kapitel 2	Kapitel2 RivstartA1A2
tuggummi	(-t)	chewing gum	Sidan 23	Kapitel 2	Kapitel2 RivstartA1A2
läsplatta	(-n, -or, -orna)	e-reader	Sidan 23	Kapitel 2	Kapitel2 RivstartA1A2
kam	(-men, -mar, -marna)	comb	Sidan 23	Kapitel 2	Kapitel2 RivstartA1A2
ordbok	(-en, ordböcker, ordböckerna)	dictionary	Sidan 23	Kapitel 2	Kapitel2 RivstartA1A2
cerat	(-et, –, -en)	chapstick, lip balm	Sidan 23	Kapitel 2	Kapitel2 RivstartA1A2
mössa	(-n, -or, -orna)	hat	Sidan 23	Kapitel 2	Kapitel2 RivstartA1A2
suddgummi	(-t, -n, -na)	eraser	Sidan 23	Kapitel 2	Kapitel2 RivstartA1A2
Tack så mycket.		Thank you very much.	Sidan 23	Kapitel 2	Kapitel2 RivstartA1A2
Det var så lite.		It was nothing.	Sidan 23	Kapitel 2	Kapitel2 RivstartA1A2
bild	(-en, -er, -erna)	picture	Sidan 23	Kapitel 2	Kapitel2 RivstartA1A2
tro	(tror, trodde, trott)	think, believe	Sidan 23	Kapitel 2	Kapitel2 RivstartA1A2
diskutera	(-r, -de, -t )	discuss	Sidan 23	Kapitel 2	Kapitel2 RivstartA1A2
förslag	(-et, –, -en)	suggestion	Sidan 23	Kapitel 2	Kapitel2 RivstartA1A2
respons	(-en)	response	Sidan 23	Kapitel 2	Kapitel2 RivstartA1A2
kanske		maybe	Sidan 23	Kapitel 2	Kapitel2 RivstartA1A2
absolut		absolutely	Sidan 23	Kapitel 2	Kapitel2 RivstartA1A2
få		may, be allowed to	Sidan 24	Kapitel 2	Kapitel2 RivstartA1A2
sak	(-en, -er, -erna)	thing	Sidan 24	Kapitel 2	Kapitel2 RivstartA1A2
bussbiljett	(-en, -er, -erna)	bus ticket	Sidan 24	Kapitel 2	Kapitel2 RivstartA1A2
läppglans	(-et)	lip gloss	Sidan 24	Kapitel 2	Kapitel2 RivstartA1A2
banan	(-en, -er, -erna)	banana	Sidan 24	Kapitel 2	Kapitel2 RivstartA1A2
en flaska vatten		a bottle of water	Sidan 24	Kapitel 2	Kapitel2 RivstartA1A2
flaska	( -n, -or, -orna)	bottle	Sidan 24	Kapitel 2	Kapitel2 RivstartA1A2
läsk	(ugs) (= läskedryck) (-en)	soft drink, fizzy drink	Sidan 24	Kapitel 2	Kapitel2 RivstartA1A2
pengar	(-na)	money	Sidan 24	Kapitel 2	Kapitel2 RivstartA1A2
nyckel	(nyckeln, nycklar, nycklarna)	key	Sidan 24	Kapitel 2	Kapitel2 RivstartA1A2
tröja	(-n, -or, -orna)	sweater	Sidan 24	Kapitel 2	Kapitel2 RivstartA1A2
ett par skor		a pair of shoes	Sidan 24	Kapitel 2	Kapitel2 RivstartA1A2
sko	(-n, -r, -rna)	shoe	Sidan 24	Kapitel 2	Kapitel2 RivstartA1A2
necessär	(-en, -er, -erna)	toiletry bag	Sidan 24	Kapitel 2	Kapitel2 RivstartA1A2
dator	(-n, -er, -erna)	computer	Sidan 24	Kapitel 2	Kapitel2 RivstartA1A2
pass	(-et, –, -en)	passport	Sidan 24	Kapitel 2	Kapitel2 RivstartA1A2
visa	(-r, -de, -t)	visa	Sidan 24	Kapitel 2	Kapitel2 RivstartA1A2
ny	(nytt, nya)	new	Sidan 24	Kapitel 2	Kapitel2 RivstartA1A2
tavla	(-n, -or, -orna)	blackboard	Sidan 24	Kapitel 2	Kapitel2 RivstartA1A2
substantiv	(-et, –, -en)	noun	Sidan 24	Kapitel 2	Kapitel2 RivstartA1A2
singular		singular	Sidan 24	Kapitel 2	Kapitel2 RivstartA1A2
obestämd form		indefinite form	Sidan 24	Kapitel 2	Kapitel2 RivstartA1A2
obestämd	(obestämt, obestämda)	indefinite	Sidan 24	Kapitel 2	Kapitel2 RivstartA1A2
utan		without	Sidan 24	Kapitel 2	Kapitel2 RivstartA1A2
byta	(byter, bytte, bytt)	change, exchange	Sidan 24	Kapitel 2	Kapitel2 RivstartA1A2
halsduk	(-en, -ar, -arna)	scarf	Sidan 24	Kapitel 2	Kapitel2 RivstartA1A2
hund	(-en, -ar, -arna)	dog	Sidan 25	Kapitel 2	Kapitel2 RivstartA1A2
räkna	(-r, -de, -t)	count	Sidan 27	Kapitel 3	Kapitel3 RivstartA1A2
siffra	(-n, -or, -orna)	digit, number	Sidan 27	Kapitel 3	Kapitel3 RivstartA1A2
plats	(-en, -er, -erna)	place	Sidan 27	Kapitel 3	Kapitel3 RivstartA1A2
Sidan		27	Sidan 27	Kapitel 3	Kapitel3 RivstartA1A2
ljud	(-et, –, -en)	sound	Sidan 27	Kapitel 3	Kapitel3 RivstartA1A2
bakre		back	Sidan 27	Kapitel 3	Kapitel3 RivstartA1A2
främre		front	Sidan 27	Kapitel 3	Kapitel3 RivstartA1A2
Kina		China	Sidan 27	Kapitel 3	Kapitel3 RivstartA1A2
jämn	(-t, -a)	even	Sidan 28	Kapitel 3	Kapitel3 RivstartA1A2
tal	(-et, –, -en)	number	Sidan 28	Kapitel 3	Kapitel3 RivstartA1A2
udda		odd	Sidan 28	Kapitel 3	Kapitel3 RivstartA1A2
baklänges		backwards	Sidan 28	Kapitel 3	Kapitel3 RivstartA1A2
kasta tärning		roll dice	Sidan 28	Kapitel 3	Kapitel3 RivstartA1A2
kasta	(-r, -de, -t)	throw, roll	Sidan 28	Kapitel 3	Kapitel3 RivstartA1A2
tärning	(-en, -ar, -arna)	dice	Sidan 28	Kapitel 3	Kapitel3 RivstartA1A2
öva	(-r, -de, -t)	practice	Sidan 28	Kapitel 3	Kapitel3 RivstartA1A2
plus		plus	Sidan 28	Kapitel 3	Kapitel3 RivstartA1A2
minus		minus	Sidan 28	Kapitel 3	Kapitel3 RivstartA1A2
gata	(-n, -or, -orna)	street	Sidan 28	Kapitel 3	Kapitel3 RivstartA1A2
nummer	(numret, –, numren)	number	Sidan 28	Kapitel 3	Kapitel3 RivstartA1A2
hur många		how many	Sidan 28	Kapitel 3	Kapitel3 RivstartA1A2
telefonnummer	(telefonnumret, –, telefonnumren)	telephone number	Sidan 28	Kapitel 3	Kapitel3 RivstartA1A2
ringa	(-er, -de, -t)	call	Sidan 28	Kapitel 3	Kapitel3 RivstartA1A2
imorgon		tomorrow	Sidan 28	Kapitel 3	Kapitel3 RivstartA1A2
När är du född		When were you born?	Sidan 28	Kapitel 3	Kapitel3 RivstartA1A2
när		when	Sidan 28	Kapitel 3	Kapitel3 RivstartA1A2
född		born	Sidan 28	Kapitel 3	Kapitel3 RivstartA1A2
samma år som		same year as	Sidan 28	Kapitel 3	Kapitel3 RivstartA1A2
lillasyster	(-n, småsystrar, småsystrarna)	little sister	Sidan 28	Kapitel 3	Kapitel3 RivstartA1A2
morfar		grandfather (maternal)	Sidan 28	Kapitel 3	Kapitel3 RivstartA1A2
gammal	(-t, gamla)	old	Sidan 28	Kapitel 3	Kapitel3 RivstartA1A2
ojojoj oh		oh no	Sidan 28	Kapitel 3	Kapitel3 RivstartA1A2
mycket		a lot	Sidan 28	Kapitel 3	Kapitel3 RivstartA1A2
jamen		yes, but	Sidan 28	Kapitel 3	Kapitel3 RivstartA1A2
faktiskt inte		actually not	Sidan 28	Kapitel 3	Kapitel3 RivstartA1A2
jag fyller		83 i år I turn 83 this year	Sidan 28	Kapitel 3	Kapitel3 RivstartA1A2
fylla (-er, -de, -t)år		turn (age)	Sidan 28	Kapitel 3	Kapitel3 RivstartA1A2
ungefär		about, approximately	Sidan 28	Kapitel 3	Kapitel3 RivstartA1A2
hur mycket		how much	Sidan 28	Kapitel 3	Kapitel3 RivstartA1A2
Hur mycket är klockan		What time is it?	Sidan 29	Kapitel 3	Kapitel3 RivstartA1A2
Hon/Den är …		It is …	Sidan 29	Kapitel 3	Kapitel3 RivstartA1A2
klocka	(-n, -or, -orna)	watch, clock	Sidan 29	Kapitel 3	Kapitel3 RivstartA1A2
halv sju		six thirty	Sidan 29	Kapitel 3	Kapitel3 RivstartA1A2
halv	(-t, -a)	half	Sidan 29	Kapitel 3	Kapitel3 RivstartA1A2
över		over	Sidan 29	Kapitel 3	Kapitel3 RivstartA1A2
kvart i		quarter to	Sidan 29	Kapitel 3	Kapitel3 RivstartA1A2
kvart	(-en, -ar, -arna)	quarter	Sidan 29	Kapitel 3	Kapitel3 RivstartA1A2
prick	(precis)	exactly	Sidan 29	Kapitel 3	Kapitel3 RivstartA1A2
fem över halv		thrity-five past	Sidan 29	Kapitel 3	Kapitel3 RivstartA1A2
kvart över		quarter past	Sidan 29	Kapitel 3	Kapitel3 RivstartA1A2
fem i		five to	Sidan 29	Kapitel 3	Kapitel3 RivstartA1A2
fem i halv		twenty-five past	Sidan 29	Kapitel 3	Kapitel3 RivstartA1A2
sekund	(-en, -er, -erna)	second	Sidan 29	Kapitel 3	Kapitel3 RivstartA1A2
minut	(-en, -er, -erna)	minute	Sidan 29	Kapitel 3	Kapitel3 RivstartA1A2
halvtimme	(-en, -ar, -arna)	half an hour	Sidan 29	Kapitel 3	Kapitel3 RivstartA1A2
timme	(-en, -ar, -arna)	hour	Sidan 29	Kapitel 3	Kapitel3 RivstartA1A2
tid	(-en, -er, -erna)	time	Sidan 30	Kapitel 3	Kapitel3 RivstartA1A2
fika	(-t)(vard)	coffee break	Sidan 30	Kapitel 3	Kapitel3 RivstartA1A2
program	(-met, –, -men)	program	Sidan 30	Kapitel 3	Kapitel3 RivstartA1A2
konferens	(-en, -er, -erna)	conference	Sidan 30	Kapitel 3	Kapitel3 RivstartA1A2
självklart		obvious	Sidan 30	Kapitel 3	Kapitel3 RivstartA1A2
Kanon		Great!	Sidan 30	Kapitel 3	Kapitel3 RivstartA1A2
vilken tid		what time	Sidan 30	Kapitel 3	Kapitel3 RivstartA1A2
börja	(-r, -de, -t)	begin	Sidan 30	Kapitel 3	Kapitel3 RivstartA1A2
hur dags		what time	Sidan 30	Kapitel 3	Kapitel3 RivstartA1A2
äta	(äter, åt, ätit)	eat	Sidan 30	Kapitel 3	Kapitel3 RivstartA1A2
lunch	(-en, -er, -erna)	lunch	Sidan 30	Kapitel 3	Kapitel3 RivstartA1A2
fikapaus	(-en,-er, -erna)(= kaffepaus)	coffee break	Sidan 30	Kapitel 3	Kapitel3 RivstartA1A2
sista last		final	Sidan 30	Kapitel 3	Kapitel3 RivstartA1A2
sluta	(-r, -de, -t)	end	Sidan 30	Kapitel 3	Kapitel3 RivstartA1A2
vid fem		at five	Sidan 30	Kapitel 3	Kapitel3 RivstartA1A2
aktivitet	(-en, -er, -erna)	activity	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
vakna	(-r, -de, -t)	wake up	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
stiga	(stiger, steg, stigit)	upp get up	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
frukost	(-en, -ar, -arna)	breakfast	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
ta	(tar, tog, tagit)	take	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
taxi	(-n, taxibilar, taxibilarna)	taxi	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
dansa	(-r, -de, -t)	dance	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
väninna	(-n, -or, -orna)	friend (female)	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
röka	(-er, -te, -t)	smoke	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
promenera	(-r, -de, -t)	walk	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
mejl	(-et, –, -n)	email	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
städa	(-r, -de, -t)	clean up	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
ta en tupplur	(-en, -ar, -arna)	take a nap	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
laga	(-r, -de, -t)	mat cook	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
middag	(-en, -ar, -arna)	dinner	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
diska	(-r, -de, -t)	wash the dishes	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
spela	(-r, -de, -t)	play	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
gitarr	(-en, -er, -erna)	guitar	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
radio	(-n, radioapparater, radioapparaterna)	radio	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
teve	(-n, teveapparater, teveapparaterna)	tv	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
vin	(-et, -er, -erna)	wine	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
chatta	(-r, -de, -t)	chat (online)	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
gå och lägga sig		go to bed	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
lägga	(lägger, la/lade, lagt)	lie, lay down	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
somna	(-r, -de, -t)	fall asleep	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
jämföra	(jämför, -de, -t)	compare	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
kontrollera	(-r, -de, -t)	control	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
aktiv	(-t, -a)	active	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
alltid		always	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
direkt		direct	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
buss	(-en, -ar, -arna)	buss	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
danskurs	(-en, -er, -erna)	dance course	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
mellan		in between	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
älska	(-r, -de, -t)	to love	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
dans	(-en, -er, -erna)	dance	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
efter		after	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
hungrig	(-t, -a)	hungry	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
förstås		of course	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
liten	(litet, lilla)	small, little	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
idag		today	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
stor	(-t, -a)	big	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
biff	(-en, -ar, -arna)	steak	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
pommes frites		french fries	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
bearnaisesås	(-en)	Bernaise sauce	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
sås	(-en)	sauce	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
hem		home	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
nästan		almost	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
på eftermiddagen		in the afternoon	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
eftermiddag	(-en, -ar, -arna)	afternoon	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
berätta	(-r, -de, -t)	tell, relate	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
liv	(-et, –, -en)	life	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
soffa	(-n, -or, -orna)	sofa	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
piano	(-t, -n, -na)	piano	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
present	(-en, -er, -erna)	gift	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
favoritprogram	(-met, –, -men)	favorite show	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
sedan then		afterwards	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
musik	(-en)	music	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
Tyskland		Germany	Sidan 31	Kapitel 3	Kapitel3 RivstartA1A2
subjekt	(-et, –, -en)	subject	Sidan 32	Kapitel 3	Kapitel3 RivstartA1A2
under		under	Sidan 32	Kapitel 3	Kapitel3 RivstartA1A2
reflexiva verb		reflexive verbs	Sidan 32	Kapitel 3	Kapitel3 RivstartA1A2
bredvid		next to	Sidan 32	Kapitel 3	Kapitel3 RivstartA1A2
roll	(-en, -er, -erna)	role	Sidan 32	Kapitel 3	Kapitel3 RivstartA1A2
på kvällen		in the evening	Sidan 32	Kapitel 3	Kapitel3 RivstartA1A2
kväll	(-en, -ar, -arna)	evening	Sidan 32	Kapitel 3	Kapitel3 RivstartA1A2
skola	(-n, -or, -orna)	school	Sidan 32	Kapitel 3	Kapitel3 RivstartA1A2
bestämd form		definite form	Sidan 33	Kapitel 3	Kapitel3 RivstartA1A2
bestämd	(bestämt, bestämda)	definite	Sidan 33	Kapitel 3	Kapitel3 RivstartA1A2
båda		both	Sidan 33	Kapitel 3	Kapitel3 RivstartA1A2
utanför		outside	Sidan 34	Kapitel 3	Kapitel3 RivstartA1A2
klassrum	(-met, –, -men)	classroom	Sidan 34	Kapitel 3	Kapitel3 RivstartA1A2
älg	(-en, -ar, -arna)	moose	Sidan 34	Kapitel 3	Kapitel3 RivstartA1A2
åh		oh	Sidan 34	Kapitel 3	Kapitel3 RivstartA1A2
film	(-en, -er, -erna)	film	Sidan 34	Kapitel 3	Kapitel3 RivstartA1A2
God natt		Good night!	Sidan 34	Kapitel 3	Kapitel3 RivstartA1A2
Sov gott		Sleep well!	Sidan 34	Kapitel 3	Kapitel3 RivstartA1A2
sova	(sover, sov, sovit)	sleep	Sidan 34	Kapitel 3	Kapitel3 RivstartA1A2
köpcentrum	(köpcentret, –, köpcentren)	mall	Sidan 34	Kapitel 3	Kapitel3 RivstartA1A2
rakt fram		straight ahead	Sidan 34	Kapitel 3	Kapitel3 RivstartA1A2
det ligger		it is located	Sidan 34	Kapitel 3	Kapitel3 RivstartA1A2
höger sida		on the right hand side	Sidan 34	Kapitel 3	Kapitel3 RivstartA1A2
höger		right	Sidan 34	Kapitel 3	Kapitel3 RivstartA1A2
imperativ		imperative	Sidan 35	Kapitel 3	Kapitel3 RivstartA1A2
tips	(-et, –, tipsen)	tip	Sidan 35	Kapitel 3	Kapitel3 RivstartA1A2
din	(ditt, dina)	your	Sidan 35	Kapitel 3	Kapitel3 RivstartA1A2
ordföljd	(-en)	word order	Sidan 35	Kapitel 3	Kapitel3 RivstartA1A2
stund	(-en, -er, -erna)	moment	Sidan 35	Kapitel 3	Kapitel3 RivstartA1A2
glas	(-et, –, -en)	glass	Sidan 35	Kapitel 3	Kapitel3 RivstartA1A2
yoga	(-r, -de, -t)	yoga	Sidan 35	Kapitel 3	Kapitel3 RivstartA1A2
kopp	(-en, -ar, -arna)	cup	Sidan 35	Kapitel 3	Kapitel3 RivstartA1A2
örtte	(-t, -er, -erna)	herbal tea	Sidan 35	Kapitel 3	Kapitel3 RivstartA1A2
surfa	(-r, -de, -t)	på datorn surf (the web)	Sidan 35	Kapitel 3	Kapitel3 RivstartA1A2
studio	(-n, -r, -rna)	studio	Sidan 35	Kapitel 3	Kapitel3 RivstartA1A2
soppa	(-n, -or, -orna)	soup	Sidan 35	Kapitel 3	Kapitel3 RivstartA1A2
gym	(-met, –, -men)	gym	Sidan 35	Kapitel 3	Kapitel3 RivstartA1A2
träna	(-r, -de, -t)	exercise	Sidan 35	Kapitel 3	Kapitel3 RivstartA1A2
sallad	(-en)	salad	Sidan 35	Kapitel 3	Kapitel3 RivstartA1A2
mineralvatten	(mineralvattnet)	mineral water	Sidan 35	Kapitel 3	Kapitel3 RivstartA1A2
bar	(-en, -er, -erna)	bar	Sidan 35	Kapitel 3	Kapitel3 RivstartA1A2
champagne	(-n)	champagne	Sidan 35	Kapitel 3	Kapitel3 RivstartA1A2
vid		by	Sidan 35	Kapitel 3	Kapitel3 RivstartA1A2
måste		must	Sidan 36	Kapitel 4	Kapitel4 RivstartA1A2
köpa	(-er, -te, -t)	buy	Sidan 36	Kapitel 4	Kapitel4 RivstartA1A2
närbutik	(-n, -er, -erna)	local grocery store	Sidan 36	Kapitel 4	Kapitel4 RivstartA1A2
kontantkort	(-et, −, -en)	prepaid card	Sidan 36	Kapitel 4	Kapitel4 RivstartA1A2
näsduk	(-en, -ar, -arna)	handkerchief	Sidan 36	Kapitel 4	Kapitel4 RivstartA1A2
följa	(-er, -de, -t)	med join in, come along	Sidan 36	Kapitel 4	Kapitel4 RivstartA1A2
snus	(-et)	snuff	Sidan 36	Kapitel 4	Kapitel4 RivstartA1A2
jättehungrig	(-t, -a)	really hungry	Sidan 36	Kapitel 4	Kapitel4 RivstartA1A2
vilja	(vill, ville, velat)	want	Sidan 36	Kapitel 4	Kapitel4 RivstartA1A2
kebabställe	(-t, −, -ena)	kebab place	Sidan 36	Kapitel 4	Kapitel4 RivstartA1A2
gärna happily		willingly	Sidan 36	Kapitel 4	Kapitel4 RivstartA1A2
