kompis	(-en, -ar, -arna)	friend	Sidan 36	Kapitel 4	Kapitel4 RivstartA1A2
klockan tre three		o’clock	Sidan 36	Kapitel 4	Kapitel4 RivstartA1A2
tyvärr		unfortunately	Sidan 36	Kapitel 4	Kapitel4 RivstartA1A2
farfar		grandfather (paternal)	Sidan 36	Kapitel 4	Kapitel4 RivstartA1A2
en annan dag		another day	Sidan 36	Kapitel 4	Kapitel4 RivstartA1A2
hjälpverb		helping verbs, auxiliary verbs	Sidan 36	Kapitel 4	Kapitel4 RivstartA1A2
te	(-et, -er-, -erna)	tea	Sidan 36	Kapitel 4	Kapitel4 RivstartA1A2
bulle	(-n, -ar, -arna)	roll, bun	Sidan 36	Kapitel 4	Kapitel4 RivstartA1A2
kaka	(-n, -or, -orna)	cookie, biscuit	Sidan 36	Kapitel 4	Kapitel4 RivstartA1A2
smörgås	(-en, -ar, -arna)	sandwich	Sidan 36	Kapitel 4	Kapitel4 RivstartA1A2
muntlig övning	(-en, -ar, -arna)	oral exercise	Sidan 37	Kapitel 4	Kapitel4 RivstartA1A2
partner	(-n-, −, -na)	partner	Sidan 37	Kapitel 4	Kapitel4 RivstartA1A2
nästa		next	Sidan 37	Kapitel 4	Kapitel4 RivstartA1A2
skulle vilja		would like to	Sidan 37	Kapitel 4	Kapitel4 RivstartA1A2
kosta	(-r, -de, -t)	cost	Sidan 37	Kapitel 4	Kapitel4 RivstartA1A2
krona	(-n, -or, -orna)	crown	Sidan 37	Kapitel 4	Kapitel4 RivstartA1A2
Något annat		Anything else?	Sidan 37	Kapitel 4	Kapitel4 RivstartA1A2
javisst yes		of course	Sidan 37	Kapitel 4	Kapitel4 RivstartA1A2
mer		more	Sidan 37	Kapitel 4	Kapitel4 RivstartA1A2
nej tack		no thank you	Sidan 37	Kapitel 4	Kapitel4 RivstartA1A2
Det var bra så.		That is all.	Sidan 37	Kapitel 4	Kapitel4 RivstartA1A2
Det blir … kronor.		That comes to… kronor.	Sidan 37	Kapitel 4	Kapitel4 RivstartA1A2
kort	(-et, -, -en)	card	Sidan 37	Kapitel 4	Kapitel4 RivstartA1A2
Tar ni kort		Do you take credit cards?	Sidan 37	Kapitel 4	Kapitel4 RivstartA1A2
kod	(-en, -er, -erna)	code	Sidan 37	Kapitel 4	Kapitel4 RivstartA1A2
slå	(-r, slog, slagit)	koden punch the code	Sidan 37	Kapitel 4	Kapitel4 RivstartA1A2
namnteckning	(-en, -ar, -arna)	signature	Sidan 37	Kapitel 4	Kapitel4 RivstartA1A2
leg	(-et, -, -en) (legitimation)	ID	Sidan 37	Kapitel 4	Kapitel4 RivstartA1A2
kvitto	(-t, -on, -ona,)	receipt	Sidan 37	Kapitel 4	Kapitel4 RivstartA1A2
meny	(-n, -en, -er)	menu	Sidan 37	Kapitel 4	Kapitel4 RivstartA1A2
falafelmeny	(-n, -er, -erna)	falafel menu	Sidan 37	Kapitel 4	Kapitel4 RivstartA1A2
Vill du äta här eller ta med		Do you want to eat here,	Sidan 37	Kapitel 4	Kapitel4 RivstartA1A2
or do you want this to go		mellanläsk (-en, -, -en) medium soft drink	Sidan 37	Kapitel 4	Kapitel4 RivstartA1A2
Var det bra så		Will that be all?	Sidan 37	Kapitel 4	Kapitel4 RivstartA1A2
vänta	(-r, -de, -t)	lite wait, hang on	Sidan 37	Kapitel 4	Kapitel4 RivstartA1A2
tjuga	(-n, -or, -orna) (en tjugolapp)	a twenty-kronor bill	Sidan 37	Kapitel 4	Kapitel4 RivstartA1A2
en … tack.		one … please.	Sidan 37	Kapitel 4	Kapitel4 RivstartA1A2
latte		latte	Sidan 37	Kapitel 4	Kapitel4 RivstartA1A2
Vill du ha		Do you want …?	Sidan 37	Kapitel 4	Kapitel4 RivstartA1A2
lyxbulle	(-en, -ar, arna)	luxury roll	Sidan 37	Kapitel 4	Kapitel4 RivstartA1A2
Jag tar den.		I’ll take it.	Sidan 37	Kapitel 4	Kapitel4 RivstartA1A2
varsågod		you’re welcome	Sidan 37	Kapitel 4	Kapitel4 RivstartA1A2
strax		soon	Sidan 37	Kapitel 4	Kapitel4 RivstartA1A2
ovanför		above	Sidan 37	Kapitel 4	Kapitel4 RivstartA1A2
jag vill ha		I want	Sidan 38	Kapitel 4	Kapitel4 RivstartA1A2
jag skulle vilja ha		I would like	Sidan 38	Kapitel 4	Kapitel4 RivstartA1A2
den/det där		that	Sidan 38	Kapitel 4	Kapitel4 RivstartA1A2
prislista	(-n, -or, -orna)	list of prices	Sidan 38	Kapitel 4	Kapitel4 RivstartA1A2
nedan		below	Sidan 38	Kapitel 4	Kapitel4 RivstartA1A2
demonstrativa pronomen		demonstrative pronouns	Sidan 38	Kapitel 4	Kapitel4 RivstartA1A2
apelsin	(-en, -er, -erna)	orange	Sidan 38	Kapitel 4	Kapitel4 RivstartA1A2
äpple	(-t, -en, -ena)	apple	Sidan 38	Kapitel 4	Kapitel4 RivstartA1A2
kiosk	(-en, -er, -erna)	kiosk	Sidan 38	Kapitel 4	Kapitel4 RivstartA1A2
dosa	(-n, -or, -orna)	box (small)	Sidan 38	Kapitel 4	Kapitel4 RivstartA1A2
glass	(-en, -ar, -arna)	ice cream	Sidan 38	Kapitel 4	Kapitel4 RivstartA1A2
godispåse	(-en, -ar, -arna)	bag of candy	Sidan 38	Kapitel 4	Kapitel4 RivstartA1A2
frimärke	(-t, -n, -ena)	postage stamp	Sidan 38	Kapitel 4	Kapitel4 RivstartA1A2
cigarett	(-en, -er, -erna)	cigarette	Sidan 38	Kapitel 4	Kapitel4 RivstartA1A2
lunchrestaurang	(-en, -er, erna)	lunch restaurant	Sidan 38	Kapitel 4	Kapitel4 RivstartA1A2
lasagne	(-n, -r, -rna)	lasagna	Sidan 38	Kapitel 4	Kapitel4 RivstartA1A2
ostsmörgås	(-en, -ar, -arna)	cheese sandwich	Sidan 38	Kapitel 4	Kapitel4 RivstartA1A2
pizza	(-n, -or, -orna)	pizza	Sidan 38	Kapitel 4	Kapitel4 RivstartA1A2
räksallad	(-en, -er, -erna)	shrimp salad	Sidan 38	Kapitel 4	Kapitel4 RivstartA1A2
sushi	(-n)	sushi	Sidan 38	Kapitel 4	Kapitel4 RivstartA1A2
thaicurry	(-n)	Thai curry	Sidan 38	Kapitel 4	Kapitel4 RivstartA1A2
wrap	(-en, -s, -sen)	wrap	Sidan 38	Kapitel 4	Kapitel4 RivstartA1A2
bröd	(-et, −, -en)	bread	Sidan 38	Kapitel 4	Kapitel4 RivstartA1A2
brownie	(-n, -s)	brownie	Sidan 38	Kapitel 4	Kapitel4 RivstartA1A2
chokladboll	(-en, -ar- arna)	chocolate ball	Sidan 38	Kapitel 4	Kapitel4 RivstartA1A2
chokadruta	(-n, -or, -orna)	chocolate square	Sidan 38	Kapitel 4	Kapitel4 RivstartA1A2
dammsugare	(-n, −, -arna)	vacuum cleaner (a type of marzipa treat)	Sidan 38	Kapitel 4	Kapitel4 RivstartA1A2
morotskaka	(-n, -or, -orna)	carrot cake	Sidan 38	Kapitel 4	Kapitel4 RivstartA1A2
mazarin	(-en, -er, -erna)	almond pastry	Sidan 38	Kapitel 4	Kapitel4 RivstartA1A2
wienerbröd	(-et, -en, ena)	Danish pastry	Sidan 38	Kapitel 4	Kapitel4 RivstartA1A2
juice	(-n, -r, -rna)	juice	Sidan 38	Kapitel 4	Kapitel4 RivstartA1A2
kan jag få		may I have	Sidan 39	Kapitel 4	Kapitel4 RivstartA1A2
Ja tack		nästa? Next, please?	Sidan 39	Kapitel 4	Kapitel4 RivstartA1A2
Något mer		Anything else?	Sidan 39	Kapitel 4	Kapitel4 RivstartA1A2
Nej		"det var bra så tack. No, that's all, thank you."	Sidan 39	Kapitel 4	Kapitel4 RivstartA1A2
några		a few	Sidan 39	Kapitel 4	Kapitel4 RivstartA1A2
påse	(-en, -ar, -arna)	bag	Sidan 39	Kapitel 4	Kapitel4 RivstartA1A2
tomat	(-en, -er, -erna)	tomato	Sidan 39	Kapitel 4	Kapitel4 RivstartA1A2
näsa	(-n, -or, orna)	nose	Sidan 39	Kapitel 4	Kapitel4 RivstartA1A2
duk	(-en, -ar, -arna)	table cloth	Sidan 39	Kapitel 4	Kapitel4 RivstartA1A2
kontant	(-a)	cash	Sidan 39	Kapitel 4	Kapitel4 RivstartA1A2
sammansatta ord		compound words	Sidan 39	Kapitel 4	Kapitel4 RivstartA1A2
flera		several	Sidan 39	Kapitel 4	Kapitel4 RivstartA1A2
snabbmatställe	(-t, -n, -ena)	fast food place	Sidan 40	Kapitel 4	Kapitel4 RivstartA1A2
torg	(-et, −, -en)	square	Sidan 40	Kapitel 4	Kapitel4 RivstartA1A2
bokstav	(-en, bokstäver, bokstäverna)	letter	Sidan 40	Kapitel 4	Kapitel4 RivstartA1A2
paprika	(-n, -or, -orna)	pepper	Sidan 40	Kapitel 4	Kapitel4 RivstartA1A2
gurka	(-n, -or, -orna)	cucumber	Sidan 40	Kapitel 4	Kapitel4 RivstartA1A2
druva/vindruva	(-n, -or, -orna)	grape	Sidan 40	Kapitel 4	Kapitel4 RivstartA1A2
purjolök	(-en, -ar, -arna)	leek	Sidan 40	Kapitel 4	Kapitel4 RivstartA1A2
päron	(-et, −, -en)	pear	Sidan 40	Kapitel 4	Kapitel4 RivstartA1A2
Vad kostar det		How much does it cost?	Sidan 41	Kapitel 4	Kapitel4 RivstartA1A2
pluralform	(-en, -er, -erna)	plural form	Sidan 41	Kapitel 4	Kapitel4 RivstartA1A2
persika	(-an, -or, -orna)	peach	Sidan 41	Kapitel 4	Kapitel4 RivstartA1A2
mataffär	(-en, -er, -erna)	grocery store	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
hylla	(-n, -or, -orna)	shelf	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
till vänster		to the left	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
till höger		to the right	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
första		first	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
andra		second	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
tredje		third	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
fjärde		fourth	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
bageri	(-et, -er, -erna)	bakery	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
mejeri	(-et, -er, -erna)	dairy	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
kött	(-et, −, -en)	meat	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
hygien	(-en)	hygiene	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
fisk	(-en, -ar, -arna)	fish	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
skaldjur	(-et, −, -en)	shellfish	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
chark	(-en)	cured meat, deli section	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
dryck	(-en, -er, -erna)	drink	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
godis	(-et)	candy	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
snacks		snacks	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
baka	(-r, -ade, -ade)	bake	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
bakprodukt	(-en, -er, -erna)	baking ingredient	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
Var finns …		Where is … ?	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
falukorv	(-en, -ar, -arna)	Swedish bologna sausage	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
Ursäkta har ni …		Excuse me, do you have …?	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
turkisk	(-t, -a)	Turkish	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
yoghurt	(-en)	yoghurt	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
förlåt mig excuse me		pardon me	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
ehh		umm	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
parmesanost	(-en, -ar, -arna)	Parmesan cheese	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
slut run out		finished	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
titta på		look at	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
karta	(-n, -or, -orna)	map	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
fil	(-en)	soured milk, similar to yoghurt	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
köttfärs	(-en, -er, -erna)	minced meat	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
ostbåge	(-en, -ar, -arna)	cheese curls, cheese puffs	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
tvål	(-en, -ar, -arna)	soap	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
smör	(-et)	butter	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
mjöl	(-et)	flour	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
räka	(-n, -or, -orna)	shrimp	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
sill	(-en, -ar, -arna)	herring	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
socker	(sockret)	sugar	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
saltlakrits	(-et)	salty licorice	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
fläskkotlett	(-en, -er, -erna)	pork chop	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
duschkräm	(-en)	body wash	Sidan 42	Kapitel 4	Kapitel4 RivstartA1A2
förpackning	(-en, -ar, -arna)	packaging	Sidan 43	Kapitel 4	Kapitel4 RivstartA1A2
burk	(-en, -ar, -arna)	can	Sidan 43	Kapitel 4	Kapitel4 RivstartA1A2
tub	(-en, -er, -erna)	tube	Sidan 43	Kapitel 4	Kapitel4 RivstartA1A2
ask	(-en, -ar, -arna)	box	Sidan 43	Kapitel 4	Kapitel4 RivstartA1A2
chips	(-et, −, -en)	chips	Sidan 43	Kapitel 4	Kapitel4 RivstartA1A2
choklad	(-en)	chocolate	Sidan 43	Kapitel 4	Kapitel4 RivstartA1A2
kaviar	(-en)	cod roe spread	Sidan 43	Kapitel 4	Kapitel4 RivstartA1A2
ketchup	(-en)	ketchup	Sidan 43	Kapitel 4	Kapitel4 RivstartA1A2
knäckebröd	(-et)	crisp bread	Sidan 43	Kapitel 4	Kapitel4 RivstartA1A2
lingonsylt	(-en)	lingonberry preserves	Sidan 43	Kapitel 4	Kapitel4 RivstartA1A2
marmelad	(-en)	marmalade	Sidan 43	Kapitel 4	Kapitel4 RivstartA1A2
mjukost	(-en, -ar, -arna)	cheese spread	Sidan 43	Kapitel 4	Kapitel4 RivstartA1A2
mjölk	(-en)	milk	Sidan 43	Kapitel 4	Kapitel4 RivstartA1A2
olja	(-n)	oil	Sidan 43	Kapitel 4	Kapitel4 RivstartA1A2
schampo	(-t, -n, -na)	shampoo	Sidan 43	Kapitel 4	Kapitel4 RivstartA1A2
tandkräm	(-en, -er, -erna)	toothpaste	Sidan 43	Kapitel 4	Kapitel4 RivstartA1A2
tandpetare	(-n, −, -na)	toothpick	Sidan 43	Kapitel 4	Kapitel4 RivstartA1A2
tändsticka	(-n, -or, -orna)	match	Sidan 43	Kapitel 4	Kapitel4 RivstartA1A2
ärta	(-n, -or, -orna)	pea	Sidan 43	Kapitel 4	Kapitel4 RivstartA1A2
öl	(-et, alt. -en)	beer	Sidan 43	Kapitel 4	Kapitel4 RivstartA1A2
Vad ska vi äta		What are we going to eat?	Sidan 44	Kapitel 4	Kapitel4 RivstartA1A2
Vad gott		Delicious!	Sidan 44	Kapitel 4	Kapitel4 RivstartA1A2
behöva	(-er, -de, -t)	need	Sidan 44	Kapitel 4	Kapitel4 RivstartA1A2
skinka	(-n, -or, -orna)	ham	Sidan 44	Kapitel 4	Kapitel4 RivstartA1A2
oliv	(-en, -er, -erna)	olive	Sidan 44	Kapitel 4	Kapitel4 RivstartA1A2
idé	(-n, -er, -erna)	idea	Sidan 44	Kapitel 4	Kapitel4 RivstartA1A2
sugen		have a craving	Sidan 44	Kapitel 4	Kapitel4 RivstartA1A2
pytt i panna	(-n)	hash	Sidan 44	Kapitel 4	Kapitel4 RivstartA1A2
imitera	(-r, -de, -t)	imitate	Sidan 44	Kapitel 4	Kapitel4 RivstartA1A2
stängd	(stängt, stängda)	closed	Sidan 44	Kapitel 4	Kapitel4 RivstartA1A2
mun	(-nen, -nar, -narna)	mouth	Sidan 44	Kapitel 4	Kapitel4 RivstartA1A2
öppen	(öppet, öppna)	open	Sidan 44	Kapitel 4	Kapitel4 RivstartA1A2
tunga	(-n, -or, -orna)	tongue	Sidan 44	Kapitel 4	Kapitel4 RivstartA1A2
bak	(bakåt)	back	Sidan 44	Kapitel 4	Kapitel4 RivstartA1A2
id-kort	(-et, −, -en)	ID card	Sidan 44	Kapitel 4	Kapitel4 RivstartA1A2
korv	(-en, -ar, -arna)	sausage, hot dog	Sidan 44	Kapitel 4	Kapitel4 RivstartA1A2
Australien		Australia	Sidan 44	Kapitel 4	Kapitel4 RivstartA1A2
Spanien		Spain	Sidan 44	Kapitel 4	Kapitel4 RivstartA1A2
Vad ska du äta till middag		What are you having for dinner	Sidan 45	Kapitel 4	Kapitel4 RivstartA1A2
inköpslista	(-n, -or, -orna)	grocery list	Sidan 45	Kapitel 4	Kapitel4 RivstartA1A2
riva	(river, rev, rivit)	grate	Sidan 45	Kapitel 4	Kapitel4 RivstartA1A2
riven ost		grated cheese	Sidan 45	Kapitel 4	Kapitel4 RivstartA1A2
hekto	(-t, −, -na)	hectogram	Sidan 45	Kapitel 4	Kapitel4 RivstartA1A2
gram	(-met, −, -men)	gram	Sidan 45	Kapitel 4	Kapitel4 RivstartA1A2
Ska vi gå på …		Shall we go to …?	Sidan 46	Kapitel 5	Kapitel5 RivstartA1A2
teater	(-n, teatrar, teatrarna)	theater	Sidan 46	Kapitel 5	Kapitel5 RivstartA1A2
experiment	(-et, −, -en)	experiment	Sidan 46	Kapitel 5	Kapitel5 RivstartA1A2
experimentteater	(-n, experimentteatrar, experimentteatrarna)	experimental theater	Sidan 46	Kapitel 5	Kapitel5 RivstartA1A2
Vilken dag		Which day?	Sidan 46	Kapitel 5	Kapitel5 RivstartA1A2
tisdag	(-en, -ar, -arna)	Tuesday	Sidan 46	Kapitel 5	Kapitel5 RivstartA1A2
träffa	(-r, -ade, -at)	meet	Sidan 46	Kapitel 5	Kapitel5 RivstartA1A2
Vad synd		Too bad!	Sidan 46	Kapitel 5	Kapitel5 RivstartA1A2
bio	(-n)	cinema	Sidan 46	Kapitel 5	Kapitel5 RivstartA1A2
biograf	(-en, -er, -er)	cinema	Sidan 46	Kapitel 5	Kapitel5 RivstartA1A2
lördag	(-en, -ar, -arna)	Saturday	Sidan 46	Kapitel 5	Kapitel5 RivstartA1A2
hänga	(-er, -de, -t)	med join in	Sidan 46	Kapitel 5	Kapitel5 RivstartA1A2
Vad ska ni se		What are you going to see?	Sidan 46	Kapitel 5	Kapitel5 RivstartA1A2
semester	(-n, -rar, -rarna)	vacation, holiday	Sidan 46	Kapitel 5	Kapitel5 RivstartA1A2
helvete	(-t, -n, -na)	hell	Sidan 46	Kapitel 5	Kapitel5 RivstartA1A2
Var går den		Where does it play?	Sidan 46	Kapitel 5	Kapitel5 RivstartA1A2
Den börjar klockan …		It starts at …	Sidan 46	Kapitel 5	Kapitel5 RivstartA1A2
ta ett glas …		have a glass of …	Sidan 46	Kapitel 5	Kapitel5 RivstartA1A2
lust	(-en, -ar, -arna)	desire	Sidan 46	Kapitel 5	Kapitel5 RivstartA1A2
hockey	(-n)	ice hockey	Sidan 46	Kapitel 5	Kapitel5 RivstartA1A2
onsdag	(-en, -ar, -arna)	Wednesday	Sidan 46	Kapitel 5	Kapitel5 RivstartA1A2
Vilka spelar		Who’s playing?	Sidan 46	Kapitel 5	Kapitel5 RivstartA1A2
arena	(-n, -or, -orna)	stadium	Sidan 46	Kapitel 5	Kapitel5 RivstartA1A2
skoj	(-et)	fun	Sidan 46	Kapitel 5	Kapitel5 RivstartA1A2
fixa	(-r, -de, -t)	sort out, buy	Sidan 46	Kapitel 5	Kapitel5 RivstartA1A2
biljett	(-en, -er, -erna)	ticket	Sidan 46	Kapitel 5	Kapitel5 RivstartA1A2
fredag	(-en, -ar, -arna)	Friday	Sidan 46	Kapitel 5	Kapitel5 RivstartA1A2
Hur så		How so?	Sidan 46	Kapitel 5	Kapitel5 RivstartA1A2
låta	(låter, lät, låtit)	sound	Sidan 46	Kapitel 5	Kapitel5 RivstartA1A2
pjäs	(-en, -er, -erna)	play	Sidan 46	Kapitel 5	Kapitel5 RivstartA1A2
drömspel	(-et, −, -en)	dream play	Sidan 46	Kapitel 5	Kapitel5 RivstartA1A2
inte precis		not exactly	Sidan 46	Kapitel 5	Kapitel5 RivstartA1A2
favorit	(-en, -er, -erna)	favorite	Sidan 46	Kapitel 5	Kapitel5 RivstartA1A2
i stället		instead	Sidan 46	Kapitel 5	Kapitel5 RivstartA1A2
ikväll		tonight	Sidan 47	Kapitel 5	Kapitel5 RivstartA1A2
akrobatisk	(-t, -a)	acrobatic	Sidan 47	Kapitel 5	Kapitel5 RivstartA1A2
poesi	(-n)	poetry	Sidan 47	Kapitel 5	Kapitel5 RivstartA1A2
gratis		for free	Sidan 47	Kapitel 5	Kapitel5 RivstartA1A2
varför inte		why not	Sidan 47	Kapitel 5	Kapitel5 RivstartA1A2
veckodag	(-en, -ar, -arna)	weekday	Sidan 47	Kapitel 5	Kapitel5 RivstartA1A2
torsdag	(-en, -ar- arna)	Thursday	Sidan 47	Kapitel 5	Kapitel5 RivstartA1A2
söndag	(-en, -ar, -arna)	Sunday	Sidan 47	Kapitel 5	Kapitel5 RivstartA1A2
betyda	(-er, btydde, betytt)	mean	Sidan 47	Kapitel 5	Kapitel5 RivstartA1A2
hög ton		high pitch	Sidan 47	Kapitel 5	Kapitel5 RivstartA1A2
typ	(-en, -er, -erna)	type	Sidan 47	Kapitel 5	Kapitel5 RivstartA1A2
situation	(-en, -er, -erna)	situation	Sidan 47	Kapitel 5	Kapitel5 RivstartA1A2
melodi	(-n, -er, -erna)	melody	Sidan 47	Kapitel 5	Kapitel5 RivstartA1A2
tycka	(-er, -te, -t)	think, be of the opinion	Sidan 47	Kapitel 5	Kapitel5 RivstartA1A2
Jag tycker om att…		I like to…	Sidan 47	Kapitel 5	Kapitel5 RivstartA1A2
fotboll	(-en, -ar, -arna)	football, soccer	Sidan 47	Kapitel 5	Kapitel5 RivstartA1A2
annons	(-en, -er, -erna)	advertisement	Sidan 48	Kapitel 5	Kapitel5 RivstartA1A2
Har du/ni lust att		Would you like to?	Sidan 48	Kapitel 5	Kapitel5 RivstartA1A2
positiv	(-t, -a)	positive	Sidan 48	Kapitel 5	Kapitel5 RivstartA1A2
negativ	(-t, a)	negative	Sidan 48	Kapitel 5	Kapitel5 RivstartA1A2
vad kul/roligt/skoj		sounds fun	Sidan 48	Kapitel 5	Kapitel5 RivstartA1A2
Kan vi inte … i stället		"Couldn't we … instead?"	Sidan 48	Kapitel 5	Kapitel5 RivstartA1A2
åka	(-er, -te, -t)	go	Sidan 48	Kapitel 5	Kapitel5 RivstartA1A2
presens futurum		future tense	Sidan 48	Kapitel 5	Kapitel5 RivstartA1A2
Vad ska ni/du göra på …		What are you doing on …?	Sidan 48	Kapitel 5	Kapitel5 RivstartA1A2
squash	(-en)	squash	Sidan 48	Kapitel 5	Kapitel5 RivstartA1A2
Vad gör du på fritiden		What do you do in your free time?	Sidan 49	Kapitel 5	Kapitel5 RivstartA1A2
fritid	(-en)	free time, spare time	Sidan 49	Kapitel 5	Kapitel5 RivstartA1A2
bruka	(-ade, har brukat)	usually	Sidan 49	Kapitel 5	Kapitel5 RivstartA1A2
konsert	(-en, -er, -erna)	concert	Sidan 49	Kapitel 5	Kapitel5 RivstartA1A2
klassisk musik		classical music	Sidan 49	Kapitel 5	Kapitel5 RivstartA1A2
vattengympa	(vard)	water aerobics	Sidan 49	Kapitel 5	Kapitel5 RivstartA1A2
sällan		rarely	Sidan 49	Kapitel 5	Kapitel5 RivstartA1A2
park	(-en, -er, -erna)	park	Sidan 49	Kapitel 5	Kapitel5 RivstartA1A2
sjunga	(sjunger, sjöng, sjungit)	sing	Sidan 49	Kapitel 5	Kapitel5 RivstartA1A2
kör	(-en, -er, -erna)	choir	Sidan 49	Kapitel 5	Kapitel5 RivstartA1A2
fantastisk	(-t, -a)	fantastic	Sidan 49	Kapitel 5	Kapitel5 RivstartA1A2
asiatisk	(-t, -a)	Asian	Sidan 49	Kapitel 5	Kapitel5 RivstartA1A2
trädgård	(-en, -ar, -arna)	garden	Sidan 49	Kapitel 5	Kapitel5 RivstartA1A2
många		many	Sidan 49	Kapitel 5	Kapitel5 RivstartA1A2
blomma	(-n, blommor, blommorna)	flower	Sidan 49	Kapitel 5	Kapitel5 RivstartA1A2
stan		the city	Sidan 49	Kapitel 5	Kapitel5 RivstartA1A2
auktion	(-en, er, -erna)	auction	Sidan 49	Kapitel 5	Kapitel5 RivstartA1A2
på landet		in the countryside	Sidan 49	Kapitel 5	Kapitel5 RivstartA1A2
jaga	(-r, -ade, -t)	hunt	Sidan 49	Kapitel 5	Kapitel5 RivstartA1A2
fiska	(-r, -de, -t)	fish	Sidan 49	Kapitel 5	Kapitel5 RivstartA1A2
bibliotek	(-et, en, -ena)	library	Sidan 49	Kapitel 5	Kapitel5 RivstartA1A2
aldrig		never	Sidan 49	Kapitel 5	Kapitel5 RivstartA1A2
teveserie	(-n, -er, -erna)	tv series	Sidan 49	Kapitel 5	Kapitel5 RivstartA1A2
polisserie	(-n, -r, -rna)	cop show, crime drama series	Sidan 49	Kapitel 5	Kapitel5 RivstartA1A2
vinter	(-n, vintrar, vintrarna)	winter	Sidan 49	Kapitel 5	Kapitel5 RivstartA1A2
på vintern		in the winter	Sidan 49	Kapitel 5	Kapitel5 RivstartA1A2
vi tror att we believe that		we think that	Sidan 50	Kapitel 5	Kapitel5 RivstartA1A2
Tror ni		Do you think so?	Sidan 50	Kapitel 5	Kapitel5 RivstartA1A2
adverb	(-et, −, -en)	adverb	Sidan 50	Kapitel 5	Kapitel5 RivstartA1A2
frekvens	(-en, -er, -erna)	frequency	Sidan 50	Kapitel 5	Kapitel5 RivstartA1A2
special		special	Sidan 50	Kapitel 5	Kapitel5 RivstartA1A2
innebandy	(-n)	floorball	Sidan 51	Kapitel 5	Kapitel5 RivstartA1A2
schack	(-et, −, -en)	chess	Sidan 51	Kapitel 5	Kapitel5 RivstartA1A2
poker	(-n)	poker	Sidan 51	Kapitel 5	Kapitel5 RivstartA1A2
trumpet	(-en, -er, -erna)	trumpet	Sidan 51	Kapitel 5	Kapitel5 RivstartA1A2
skida	(-an, -or, -orna)	ski	Sidan 51	Kapitel 5	Kapitel5 RivstartA1A2
skridsko	(-n, -or, -orna)	skate	Sidan 51	Kapitel 5	Kapitel5 RivstartA1A2
skateboard	(-en, ar, -arna)	skateboard	Sidan 51	Kapitel 5	Kapitel5 RivstartA1A2
natur	(-en)	nature	Sidan 51	Kapitel 5	Kapitel5 RivstartA1A2
kyrka	(-n, -or, -orna)	church	Sidan 51	Kapitel 5	Kapitel5 RivstartA1A2
museum	(-et, −, -en)	museum	Sidan 51	Kapitel 5	Kapitel5 RivstartA1A2
krog	(-en, -ar, -arna)	bar, restaurant	Sidan 51	Kapitel 5	Kapitel5 RivstartA1A2
klubb	(-en, -ar, -arna)	club	Sidan 51	Kapitel 5	Kapitel5 RivstartA1A2
hennes		her	Sidan 51	Kapitel 5	Kapitel5 RivstartA1A2
