heta (verb)	heta	verb	att	<ul><li>be called (named) (have as an equivalent (in another language)), have as one&#39;s name</li><li>be said to be, alleged</li></ul>	... heter det i rapporten	... says the report	Kapitel_1 Rivstart_A1_A2
kultur (noun)	kultur	noun	en	<ul><li>culture</li><li>culture, agriculture</li></ul>	vikingatidens kultur	culture of the Viking Age	Kaptiel_10 Rivstart_A1_A2
äta (verb)	äta	verb	att	<ul><li>eat</li></ul>	äta frukost	eat (have) breakfast	Kapitel_3 Rivstart_A1_A2
flytta (verb)	flytta	verb	att	<ul><li>move</li></ul>	vill du flytta på stolen	will you move the chair, please?	Kapitel_6 Rivstart_A1_A2
ute (adverb)	ute	adverb		<ul><li>out, outside, out-of-doors</li><li>out</li><li>up</li><li>out (informal)</li></ul>	ute på balkongen	out on the balcony	Kaptiel_13 Rivstart_A1_A2
politiker (noun)	politiker	noun	en	<ul><li>politician</li></ul>			Kaptiel_10 Rivstart_A1_A2
lätt (adjective)	lätt	adjective		<ul><li>light</li><li>gentle</li><li>easy</li><li>slight</li></ul>			Kapitel_1 Rivstart_A1_A2
lätt (adverb)	lätt	adverb		<ul><li>readily (expresses that sth. has a tendency to happen)</li></ul>	man blir lätt isolerad i en storstad	it is easy to become isolated in a big city	Kapitel_1 Rivstart_A1_A2
förälder (noun)	förälder	noun	en	<ul><li>parent</li></ul>			Kapitel_6 Rivstart_A1_A2
april (noun)	april	noun		<ul><li>april, the fourth month of the year</li></ul>			Kapitel_8 Rivstart_A1_A2
kristen (adjective)	kristen	adjective		<ul><li>christian</li></ul>			Kaptiel_10 Rivstart_A1_A2
dö (verb)	dö	verb	att	<ul><li>die (used figuratively of things, &quot;disappear, cease&quot;)</li></ul>	dö av svält	die of starvation	Kapitel_6 Rivstart_A1_A2
mars (noun)	mars	noun		<ul><li>march</li></ul>			Kapitel_8 Rivstart_A1_A2
kväll (noun)	kväll	noun	en	<ul><li>evening</li></ul>	på onsdag kväll	[on] Wednesday evening	Kapitel_3 Rivstart_A1_A2
länk (noun)	länk	noun	en	<ul><li>link (also figuratively)</li><li>link</li></ul>	jag hittade en länk till deras webbplats	I found a link to their web site	Kapitel_11 Rivstart_A1_A2
växa (verb)	växa	verb	att	<ul><li>grow</li><li>grow (of plants)</li></ul>	ett växande missnöje	a growing dissatisfaction	Kapitel_6 Rivstart_A1_A2
vatten (noun)	vatten	noun		<ul><li>water</li></ul>	ett glas vatten	a glass of water	Kapitel_1 Rivstart_A1_A2
tyvärr (adverb)	tyvärr	adverb		<ul><li>unfortunately</li></ul>	jag kan tyvärr inte komma	unfortunately, I cannot come	Kapitel_4 Rivstart_A1_A2
punkt (noun)	punkt	noun	en	<ul><li>point, full stop</li><li>point</li><li>point, item</li></ul>	komma till punkt	come to the point	Kapitel_11 Rivstart_A1_A2
spel (noun)	spel	noun	ett	<ul><li>game (particularly of party games and sport; also figuratively of rôles)</li><li>playing (in compounds also &quot;instrument&quot;)</li></ul>	följa spelets regler	follow the rules of the game, play the game	Kapitel_2 Rivstart_A1_A2
språk (noun)	språk	noun	ett	<ul><li>language (also by extension)</li></ul>	främmande språk	foreign languages	Kapitel_1 Rivstart_A1_A2
föreslå (verb)	föreslå	verb	att	<ul><li>suggest, propose</li></ul>	jag föreslår omval	I propose a new (second) election	Kapitel_11 Rivstart_A1_A2
mat (noun)	mat	noun		<ul><li>food (also of meals)</li></ul>	före maten	before eating	Kapitel_2 Rivstart_A1_A2
lyssna (verb)	lyssna	verb	att	<ul><li>listen</li></ul>	lyssna på musik	listen to music	Kapitel_1 Rivstart_A1_A2
rum (noun)	rum	noun	ett	<ul><li></li><li>room</li><li>room, space</li></ul>	en lägenhet på fyra rum och kök	an apartment with four rooms and a kitchen	Kapitel_5 Rivstart_A1_A2
ungefär (adverb)	ungefär	adverb		<ul><li>about, approximately, roughly, more or less</li></ul>			Kapitel_3 Rivstart_A1_A2
starta (verb)	starta	verb	att	<ul><li>start</li></ul>	starta en försöksverksamhet	start a trial project	Kapitel_6 Rivstart_A1_A2
öppen (adjective)	öppen	adjective		<ul><li>open</li><li>open, frank</li></ul>			Kapitel_4 Rivstart_A1_A2
augusti (noun)	augusti	noun		<ul><li>august, the eighth month of the year</li></ul>			Kapitel_8 Rivstart_A1_A2
positiv (adjective)	positiv	adjective		<ul><li>positive</li></ul>			Kapitel_5 Rivstart_A1_A2
rolig (adjective)	rolig	adjective		<ul><li>funny</li></ul>			Kapitel_2 Rivstart_A1_A2
juli (noun)	juli	noun		<ul><li>july</li></ul>			Kapitel_8 Rivstart_A1_A2
bjuda (verb)	bjuda	verb	att	<ul><li>invite, offer, ask, invite sby home; offer food, pay for</li></ul>	hennes föräldrar bjöd mig på middag	her parents invited me to dinner	Kapitel_11 Rivstart_A1_A2
hinna (verb)	hinna	verb	att	<ul><li>reach, advance, arrive in time, reach</li><li>manage, have time, have sufficient time</li></ul>	han hann inte med bussen	he didn&#39;t make (missed) the bus	Kapitel_8 Rivstart_A1_A2
religion (noun)	religion	noun	en	<ul><li>religion</li></ul>	främmande religioner	strange (unknown) religions	Kaptiel_10 Rivstart_A1_A2
källa (noun)	källa	noun	en	<ul><li>well; source (figuratively, &quot;origin, cause&quot;)</li><li>source</li></ul>	en ständig källa till bekymmer	a constant source of worry	Kapitel_1 Rivstart_A1_A2
må (verb)	må	verb	att	<ul><li>may (indicates a desire; formal)</li><li>might (just) (gives assurance)</li><li>must, may (indicates probability)</li><li>may, let (formal; expresses permission in legal language)</li><li>feel (of health or well-being)</li></ul>	måtte han komma!	let him come!	Kapitel_2 Rivstart_A1_A2
far (noun)	far	noun	en	<ul><li>father</li></ul>			Kapitel_6 Rivstart_A1_A2
författare (noun)	författare	noun	en	<ul><li>writer, author</li></ul>			Kapitel_5 Rivstart_A1_A2
full (adjective)	full	adjective		<ul><li>full</li><li>complete, whole</li><li>intoxicated, drunk</li></ul>			Kapitel_12 Rivstart_A1_A2
passa (verb)	passa	verb	att	<ul><li>be suitable</li><li>look after, watch, tending, nursing</li><li>pass</li></ul>	passa in i sammanhanget	fit in the context	Kapitel_6 Rivstart_A1_A2
öppna (verb)	öppna	verb	att	<ul><li>open</li></ul>	öppna ett paket	open a packet	Kapitel_11 Rivstart_A1_A2
mamma (noun)	mamma	noun	en	<ul><li>mummy, mum, (mom [us]), mother, (mommy [us]), (mama [us])</li></ul>			Kapitel_2 Rivstart_A1_A2
hemma (adverb)	hemma	adverb		<ul><li>home, at home</li></ul>	hon är inte hemma	she&#39;s not at home	Kapitel_2 Rivstart_A1_A2
jude (noun)	jude	noun	en	<ul><li>jew</li></ul>			Kaptiel_10 Rivstart_A1_A2
vacker (adjective)	vacker	adjective		<ul><li>beautiful (particularly of a person&#39;s appearance; of weather, &quot;clear and sunny&quot;), good-looking, lovely, handsome, pretty</li></ul>			Kapitel_6 Rivstart_A1_A2
modern (adjective)	modern	adjective		<ul><li>modern</li><li>fashionable</li></ul>			Kaptiel_7 Rivstart_A1_A2
elev (noun)	elev	noun	en	<ul><li>pupil, student</li></ul>	elev på grundskolans högstadium	pupil at the senior level of the nine-year compulsory school	Kapitel_1 Rivstart_A1_A2
kung (noun)	kung	noun	en	<ul><li>king (also used figuratively, &quot;the person who rules, the greatest&quot; etc.)</li><li>king, in playing cards and chess</li></ul>	kungen bland rosor	the king of roses	Kapitel_2 Rivstart_A1_A2
katt (noun)	katt	noun	en	<ul><li>cat</li></ul>			Kapitel_2 Rivstart_A1_A2
dit (adverb)	dit	adverb		<ul><li>that way, there, in that direction, to that place</li><li>where, there, to which place</li></ul>	titta inte dit!	don&#39;t look there!	Kaptiel_13 Rivstart_A1_A2
vit (adjective)	vit	adjective		<ul><li>white (depending on the object, also &quot;light, not coloured&quot;)</li></ul>			Kaptiel_7 Rivstart_A1_A2
klocka (noun)	klocka	noun	en	<ul><li>clock, watch</li><li>bell (also used for objects with the same shape or function)</li></ul>	vad är klockan?	what time is it?	Kapitel_3 Rivstart_A1_A2
befolkning (noun)	befolkning	noun	en	<ul><li>people, population, the inhabitants</li></ul>			Kaptiel_10 Rivstart_A1_A2
resa (noun)	resa	noun	en	<ul><li>journey, trip</li></ul>			Kapitel_6 Rivstart_A1_A2
resa (verb)	resa	verb	att	<ul><li>travel</li><li>raise, put up</li><li>bring up</li></ul>	resa bort	go away	Kapitel_6 Rivstart_A1_A2
hund (noun)	hund	noun	en	<ul><li>dog, the domesticated animal Canis familiaris</li></ul>	som hund och katt	be like cat and dog	Kapitel_2 Rivstart_A1_A2
glömma (verb)	glömma	verb	att	<ul><li>forget, neglect, fail to remember</li><li>forget, unintentionally leave behind</li></ul>	glömma (bort) någons födelsedag	forget sby&#39;s birthday	Kapitel_11 Rivstart_A1_A2
kul (adjective)	kul	adjective		<ul><li>fun (informal)</li></ul>			Kapitel_2 Rivstart_A1_A2
natt (noun)	natt	noun	en	<ul><li>night (also adverbial: &quot;at night&quot;)</li></ul>	i natt drömde jag om dej	I dreamed of you last night	Kapitel_12 Rivstart_A1_A2
förstås (adverb)	förstås	adverb		<ul><li>of course (understood), understood, indeed</li></ul>			Kapitel_3 Rivstart_A1_A2
älska (verb)	älska	verb	att	<ul><li>love (also &quot;be fond of, like&quot;)</li><li>make love</li></ul>	jag älskar dig	I love you	Kapitel_3 Rivstart_A1_A2
glad (adjective)	glad	adjective		<ul><li>pleased, happy, enjoying pleasure and contentment</li><li>fond</li></ul>			Kaptiel_7 Rivstart_A1_A2
dator (noun)	dator	noun	en	<ul><li>computer, a device that can retrieve data quickly; programmable electronic data device</li></ul>			Kapitel_2 Rivstart_A1_A2
presentera (verb)	presentera	verb	att	<ul><li>introduce (by extension &quot;present, describe&quot;)</li></ul>	han presenterade mig för sin fru	he introduced me to his wife	Kapitel_1 Rivstart_A1_A2
stanna (verb)	stanna	verb	att	<ul><li>stop</li><li>stay</li></ul>	klockan har stannat	the clock has stopped	Kapitel_5 Rivstart_A1_A2
byta (verb)	byta	verb	att	<ul><li>exchange, change</li></ul>	han fick byta ut hela fönstret	he had to change the entire window	Kapitel_2 Rivstart_A1_A2
alternativ (noun)	alternativ	noun	ett	<ul><li>alternative, a choice between two or more possibilities; one of a number of possibilities</li></ul>	enda alternativet är att ge upp	(our) only alternative (option, way out) is to give up	Kapitel_1 Rivstart_A1_A2
alternativ (adjective)	alternativ	adjective		<ul><li>alternative, which can be chosen instead of sth. else</li></ul>			Kapitel_1 Rivstart_A1_A2
minut (noun)	minut	noun	en	<ul><li>minute</li><li>minutia, sundry (used most commonly in compounds meaning &quot;in small amounts&quot;)</li></ul>			Kapitel_3 Rivstart_A1_A2
ingenting (prounoun)	ingenting	prounoun		<ul><li>anything, nothing</li></ul>	jag vet ingenting om saken	I know nothing about that	Kapitel_9 Rivstart_A1_A2
svart (adjective)	svart	adjective		<ul><li>black (figuratively of evil, grief and unlawful actions)</li><li>black</li></ul>			Kaptiel_7 Rivstart_A1_A2
ö (noun)	ö	noun	en	<ul><li>island</li></ul>	en öde ö	a desert island	Kapitel_8 Rivstart_A1_A2
metod (noun)	metod	noun	en	<ul><li>method</li></ul>	en ny metod att utnyttja solvärme	a new method of utilising solar heat	Kapitel_11 Rivstart_A1_A2
säker (adjective)	säker	adjective		<ul><li>safe, sure, certain</li><li>reliable, safe</li><li>sure, certain</li></ul>			Kaptiel_10 Rivstart_A1_A2
tysk (adjective)	tysk	adjective		<ul><li>german</li></ul>			Kapitel_5 Rivstart_A1_A2
tysk (noun)	tysk	noun	en	<ul><li>german</li></ul>			Kapitel_5 Rivstart_A1_A2
fylla (verb)	fylla	verb	att	<ul><li>fill</li></ul>	fylla en kopp	fill a cup	Kapitel_11 Rivstart_A1_A2
ris (noun)	ris	noun		<ul><li>rice</li><li>sprigs, twigs</li></ul>	en skål ris om dagen	a bowl of rice a day	Kapitel_12 Rivstart_A1_A2
nät (noun)	nät	noun	ett	<ul><li>net (also figuratively of finely-woven lines (network) of communication)</li></ul>			Kapitel_2 Rivstart_A1_A2
tjäna (verb)	tjäna	verb	att	<ul><li>serve</li><li>earn, deserve</li></ul>	tjäna som en tankeställare	serve as an eye-opener	Kapitel_6 Rivstart_A1_A2
fru (noun)	fru	noun	en	<ul><li>wife, mrs.</li></ul>	fru Nilsson	Mrs. Nilsson	Kapitel_1 Rivstart_A1_A2
fundera (verb)	fundera	verb	att	<ul><li>think, ponder</li></ul>	jag funderar på att åka till Stockholm	I&#39;m thinking of going to Stockholm	Kaptiel_7 Rivstart_A1_A2
sommar (noun)	sommar	noun	en	<ul><li>summer</li></ul>	en regnig sommar	a rainy summer	Kapitel_2 Rivstart_A1_A2
kund (noun)	kund	noun	en	<ul><li>customer</li></ul>	kunden har alltid rätt	the customer is always right	Kaptiel_7 Rivstart_A1_A2
snabb (adjective)	snabb	adjective		<ul><li>fast, speedy, prompt, rapid, quick, swift</li></ul>			Kapitel_9 Rivstart_A1_A2
fel (noun)	fel	noun	ett	<ul><li>mistake, mis-</li><li>fault, responsibility for a mistake</li><li>wrong</li></ul>	göra ett fel	make a mistake	Kaptiel_10 Rivstart_A1_A2
fel (adverb)	fel	adverb		<ul><li>mistake, mis- (indicating a mistake, used in phrases)</li></ul>	ta fel på tiden	make a mistake about the time	Kaptiel_10 Rivstart_A1_A2
fel (adjective)	fel	adjective		<ul><li>wrong</li></ul>			Kaptiel_10 Rivstart_A1_A2
natur (noun)	natur	noun		<ul><li>nature (particularly of the reality one sees)</li><li>nature (also &quot;character, kind&quot;)</li><li>nature</li></ul>	gå ut i naturen	go for a country walk (walk in the countryside)	Kapitel_5 Rivstart_A1_A2
tack (noun)	tack	noun	ett	<ul><li>thanks (expression of appreciation; also used as an interjection &quot;thank you!&quot;)</li></ul>	som tack får du en puss	here&#39;s a kiss as thanks	Kapitel_2 Rivstart_A1_A2
läge (noun)	läge	noun	ett	<ul><li>position</li><li>situation</li><li>site, berth</li></ul>	huset har ett vackert läge	the house is beautifully situated	Kapitel_2 Rivstart_A1_A2
växt (noun)	växt	noun	en	<ul><li>plant</li><li>growth</li></ul>	växter och djur	plants and animals	Kapitel_12 Rivstart_A1_A2
muslim (noun)	muslim	noun	en	<ul><li>muslim</li></ul>			Kaptiel_10 Rivstart_A1_A2
linje (noun)	linje	noun	en	<ul><li>line</li><li>route, line</li><li>line, policy</li></ul>	en rät linje	a straight line	Kapitel_9 Rivstart_A1_A2
bank (noun)	bank	noun	en	<ul><li>bar, (sand)bank, a mass of sand or gravel, as a shoal, in a body of water</li><li>embankment, a bank for carrying a road or railway</li><li>bank</li><li>bank, an establishment which lends money, deals in securities, etc.</li><li>bank, repository, place of storage</li></ul>	sätta in pengar på bank(en)	deposit money in the bank	Kapitel_1 Rivstart_A1_A2
fredag (noun)	fredag	noun		<ul><li>friday</li></ul>			Kapitel_5 Rivstart_A1_A2
lärare (noun)	lärare	noun	en	<ul><li>teacher</li></ul>			Kapitel_1 Rivstart_A1_A2
söndag (noun)	söndag	noun	en	<ul><li>sunday</li></ul>			Kapitel_5 Rivstart_A1_A2
röd (adjective)	röd	adjective		<ul><li>red</li><li>red (informal), socialist</li></ul>			Kapitel_5 Rivstart_A1_A2
stund (noun)	stund	noun	en	<ul><li>moment, while</li></ul>	en stunds förströelse	a period of entertainment (amusement)	Kapitel_3 Rivstart_A1_A2
trevlig (adjective)	trevlig	adjective		<ul><li>pleasant (used of people, &quot;likable&quot;)</li></ul>			Kapitel_2 Rivstart_A1_A2
skilja (verb)	skilja	verb	att	<ul><li>separate, part, sever; divide</li><li>distinguish, differentiate, tell apart</li></ul>	skilja de stridande åt	separate the combatants	Kapitel_1 Rivstart_A1_A2
döda (verb)	döda	verb	att	<ul><li>kill (figuratively, &quot;repress&quot;)</li></ul>	döda sina känslor	deaden one&#39;s feelings	Kapitel_12 Rivstart_A1_A2
ringa (verb)	ringa	verb	att	<ul><li>ring, call, call (by telephone)</li><li>call</li></ul>	ring mig ikväll!	ring me this evening!	Kapitel_3 Rivstart_A1_A2
ringa (adjective)	ringa	adjective		<ul><li>small, insignificant</li></ul>			Kapitel_3 Rivstart_A1_A2
utifrån (preposition)	utifrån	preposition		<ul><li>on the basis of</li></ul>	jag bedömer saken utifrån mina erfarenheter	I judge the matter on the basis of my experience	Kaptiel_13 Rivstart_A1_A2
utifrån (adverb)	utifrån	adverb		<ul><li>from outside</li></ul>	skaffa folk utifrån	get people from outside	Kaptiel_13 Rivstart_A1_A2
hänga (verb)	hänga	verb	att	<ul><li>hang, suspend, fasten to an elevated point so that the lower part is free; be in such a position</li><li>hang, execute by suspending by the neck from a gallows</li></ul>	hänga (upp) tvätt	hang out washing	Kapitel_5 Rivstart_A1_A2
universitet (noun)	universitet	noun	ett	<ul><li>university</li></ul>	Lunds universitet	University of Lund	Kapitel_1 Rivstart_A1_A2
hård (adjective)	hård	adjective		<ul><li>strong, hard, unyielding to pressure or bending</li><li>harsh, severe, fierce, trying</li><li>strong, hard</li></ul>			Kaptiel_7 Rivstart_A1_A2
lördag (noun)	lördag	noun	en	<ul><li>saturday</li></ul>			Kapitel_5 Rivstart_A1_A2
stoppa (verb)	stoppa	verb	att	<ul><li>darn, mend</li><li>stuff, fill, fill (with soft material)</li><li>put, thrust</li><li>stop</li></ul>	stoppa strumpor	darn socks	Kapitel_11 Rivstart_A1_A2
journalist (noun)	journalist	noun	en	<ul><li>journalist</li></ul>			Kapitel_2 Rivstart_A1_A2
kosta (verb)	kosta	verb	att	<ul><li>cost (also used figuratively, &quot;demand, require&quot;)</li></ul>	vad kostar äpplena?	how much are the apples?	Kapitel_4 Rivstart_A1_A2
klass (noun)	klass	noun	en	<ul><li>class (with certain characteristics)</li><li>class, form</li><li>high standard, class</li></ul>	gå i första klass	be in first form (of primary school)	Kapitel_1 Rivstart_A1_A2
mitt (adverb)	mitt	adverb		<ul><li></li></ul>	mitt i natten	in the middle (dead) of the night	Kapitel_6 Rivstart_A1_A2
mitt (noun)	mitt	noun	en	<ul><li>centre</li></ul>	i mitten av (på) november	mid-November	Kapitel_6 Rivstart_A1_A2
relation (noun)	relation	noun	en	<ul><li>relation</li><li>relationship (also commonly &quot;(formal) connection&quot;)</li></ul>	priser måste sättas i relation till inkomster	prices must be put in relation to income	Kapitel_6 Rivstart_A1_A2
flera (prounoun)	flera	prounoun		<ul><li>several</li></ul>	jag har väntat i flera dagar på svar	I have waited several days for an answer	Kapitel_4 Rivstart_A1_A2
undersökning (noun)	undersökning	noun	en	<ul><li>examination, investigation</li></ul>			Kapitel_12 Rivstart_A1_A2
naturlig (adjective)	naturlig	adjective		<ul><li>natural</li><li>natural (of people)</li><li>natural (used in phrases)</li></ul>			Kaptiel_13 Rivstart_A1_A2
lista (noun)	lista	noun	en	<ul><li>list</li></ul>			Kapitel_2 Rivstart_A1_A2
rysk (adjective)	rysk	adjective		<ul><li>russian</li></ul>			Kapitel_12 Rivstart_A1_A2
jämföra (verb)	jämföra	verb	att	<ul><li>compare</li></ul>	jämföra olika länders folkmusik	compare the folk music of various countries	Kapitel_3 Rivstart_A1_A2
intresserad (adjective)	intresserad	adjective		<ul><li>interested</li></ul>			Kapitel_2 Rivstart_A1_A2
besöka (verb)	besöka	verb	att	<ul><li>call on, visit</li></ul>	i somras besökte vi våra släktingar i Grekland	last summer we visited our relatives in Greece	Kapitel_6 Rivstart_A1_A2
var (adverb)	var	adverb		<ul><li>where</li><li>there</li></ul>	jag vet inte var han är	I don&#39;t know where he is	Kapitel_1 Rivstart_A1_A2
var (prounoun)	var	prounoun		<ul><li>every</li></ul>	vart tredje år	every third year	Kapitel_1 Rivstart_A1_A2
helg (noun)	helg	noun	en	<ul><li>holiday (also used of church festivals), weekend, a day on which work or ordinary business is suspended, by law or by custom; weekend</li></ul>			Kapitel_5 Rivstart_A1_A2
aktiv (adjective)	aktiv	adjective		<ul><li>active</li></ul>			Kapitel_3 Rivstart_A1_A2
pappa (noun)	pappa	noun	en	<ul><li>father</li></ul>			Kapitel_2 Rivstart_A1_A2
fantastisk (adjective)	fantastisk	adjective		<ul><li>fantastic</li></ul>			Kapitel_5 Rivstart_A1_A2
historisk (adjective)	historisk	adjective		<ul><li>historical, historic, of or pertaining to history</li></ul>			Kapitel_5 Rivstart_A1_A2
halv (adjective)	halv	adjective		<ul><li>half, amounting to 50 percent of a whole</li></ul>			Kapitel_3 Rivstart_A1_A2
teknisk (adjective)	teknisk	adjective		<ul><li>technical</li><li>[technically] adept</li></ul>			Kaptiel_13 Rivstart_A1_A2
kasta (verb)	kasta	verb	att	<ul><li>cast, throw</li><li>discard, throw away</li></ul>	kasta sten	throw a stone (stones)	Kapitel_3 Rivstart_A1_A2
torsdag (noun)	torsdag	noun	en	<ul><li>thursday</li></ul>			Kapitel_5 Rivstart_A1_A2
forskare (noun)	forskare	noun	en	<ul><li>researcher</li></ul>			Kapitel_6 Rivstart_A1_A2
onsdag (noun)	onsdag	noun	en	<ul><li>wednesday</li></ul>			Kapitel_5 Rivstart_A1_A2
sol (noun)	sol	noun	en	<ul><li>sun</li></ul>	sitta i solen	sit in the sun	Kapitel_2 Rivstart_A1_A2
fransk (adjective)	fransk	adjective		<ul><li>french, that is from France</li></ul>			Kapitel_5 Rivstart_A1_A2
modell (noun)	modell	noun	en	<ul><li>model</li><li>model, design</li></ul>	kommunism enligt rysk modell	communism according to the Russian model	Kaptiel_13 Rivstart_A1_A2
skön (adjective)	skön	adjective		<ul><li>pretty, beautiful</li><li>comfortable, pleasant, agreeable, nice</li></ul>			Kaptiel_7 Rivstart_A1_A2
eftermiddag (noun)	eftermiddag	noun	en	<ul><li>afternoon</li></ul>			Kapitel_3 Rivstart_A1_A2
kille (noun)	kille	noun	en	<ul><li>fellow, guy, bloke (informal)</li></ul>			Kapitel_1 Rivstart_A1_A2
rida (verb)	rida	verb	att	<ul><li>ride</li></ul>			Kapitel_8 Rivstart_A1_A2
jo (interjection)	jo	interjection		<ul><li>yes, sure (used to deny a negative statement)</li><li>well (used to introduce the answer to a question asked by oneself; also used as a transitional particle at the beginning of a narrative, etc.)</li></ul>	--Du har väl inte tappat vantarna igen? --Jo	&quot;You haven&#39;t lost your mittens again, have you?&quot; &quot;Yes, I have.&quot;	Kapitel_11 Rivstart_A1_A2
tisdag (noun)	tisdag	noun	en	<ul><li>tuesday</li></ul>	i tisdags	last Tuesday	Kapitel_5 Rivstart_A1_A2
sova (verb)	sova	verb	att	<ul><li>sleep, be asleep</li></ul>	hon sov gott hela natten	she slept soundly the whole night through	Kapitel_3 Rivstart_A1_A2
inne (adverb)	inne	adverb		<ul><li>inside, in</li></ul>	inne i staden	in the city	Kapitel_11 Rivstart_A1_A2
flicka (noun)	flicka	noun	en	<ul><li>girl</li></ul>			Kapitel_1 Rivstart_A1_A2
total (adjective)	total	adjective		<ul><li>complete</li></ul>			Kaptiel_7 Rivstart_A1_A2
ljus (noun)	ljus	noun	ett	<ul><li>light (also figuratively)</li><li>light</li></ul>	ljus och mörker	light and dark	Kaptiel_7 Rivstart_A1_A2
ljus (adjective)	ljus	adjective		<ul><li>light (figuratively, &quot;hopeful&quot;)</li></ul>			Kaptiel_7 Rivstart_A1_A2
rik (adjective)	rik	adjective		<ul><li>wealthy, rich</li><li>rich</li></ul>			Kaptiel_10 Rivstart_A1_A2
region (noun)	region	noun	en	<ul><li>region</li></ul>	i varmare regioner	in warmer regions (climes)	Kapitel_9 Rivstart_A1_A2
negativ (adjective)	negativ	adjective		<ul><li>negative (figuratively (&quot;that fails to give the desired result&quot;))</li><li>negative</li></ul>			Kapitel_5 Rivstart_A1_A2
hämta (verb)	hämta	verb	att	<ul><li>fetch, collect, retrieve, get, go for</li><li>download</li></ul>	hämta barn från dagis		Kaptiel_13 Rivstart_A1_A2
hav (noun)	hav	noun	ett	<ul><li>sea, ocean, the waters covering the surface of the earth and surroun- ding the continents, etc.</li></ul>	100 m över havet	100 metres above sea level	Kapitel_8 Rivstart_A1_A2
bred (adjective)	bred	adjective		<ul><li>wide, broad</li></ul>			Kaptiel_7 Rivstart_A1_A2
läkare (noun)	läkare	noun	en	<ul><li>doctor, physician</li></ul>	söka läkare	consult a physician	Kapitel_1 Rivstart_A1_A2
fattig (adjective)	fattig	adjective		<ul><li>poor</li></ul>			Kaptiel_10 Rivstart_A1_A2
hej (interjection)	hej	interjection		<ul><li>hello, hallo!, hey, hi</li></ul>			Kapitel_1 Rivstart_A1_A2
spännande (adjective)	spännande	adjective		<ul><li>exciting (also &quot;very interesting&quot;), thrilling, enthralling</li></ul>			Kapitel_5 Rivstart_A1_A2
brev (noun)	brev	noun	ett	<ul><li>letter, (long) written communication, mail</li></ul>	alla brev besvaras!	all letters will be answered!	Kapitel_6 Rivstart_A1_A2
kämpa (verb)	kämpa	verb	att	<ul><li>fight (generally, &quot;exert oneself (physically)&quot;; in sports, &quot;compete&quot;)</li></ul>	kämpa för sina åsikter	fight for one&#39;s opinions	Kapitel_6 Rivstart_A1_A2
siffra (noun)	siffra	noun	en	<ul><li>figure, numeral</li></ul>	några exakta siffror går inte att få fram	exact figures prove impossible to obtain	Kapitel_3 Rivstart_A1_A2
absolut (adverb)	absolut	adverb		<ul><li>certainly, absolutely, definitely, completely; unconditionally</li></ul>	absolut färsk	absolutely fresh	Kapitel_2 Rivstart_A1_A2
absolut (adjective)	absolut	adjective		<ul><li>absolute, complete, perfect</li></ul>			Kapitel_2 Rivstart_A1_A2
engelsk (adjective)	engelsk	adjective		<ul><li>english</li></ul>			Kapitel_5 Rivstart_A1_A2
hoppa (verb)	hoppa	verb	att	<ul><li>jump, leap, skip, bound</li></ul>	hoppa högt av förtjusning	jump for joy	Kapitel_8 Rivstart_A1_A2
morgon (noun)	morgon	noun	en	<ul><li></li><li>morning</li></ul>	från morgon till kväll	from morning until evening	Kaptiel_13 Rivstart_A1_A2
tjej (noun)	tjej	noun	en	<ul><li>girl (informal)</li></ul>			Kapitel_1 Rivstart_A1_A2
chef (noun)	chef	noun	en	<ul><li>head, director, leader, manager, chief, boss</li></ul>	hon blev chef för dataanläggningen	she was made director of the computer facility	Kaptiel_13 Rivstart_A1_A2
hit (adverb)	hit	adverb		<ul><li>this way, here, hither, towards this place</li></ul>	kom hit ett slag!	come here for a moment, will you?	Kaptiel_13 Rivstart_A1_A2
kapitel (noun)	kapitel	noun	ett	<ul><li>chapter (also used figuratively, &quot;area&quot;)</li></ul>	ett känsligt kapitel	a sensitive area	Kapitel_1 Rivstart_A1_A2
speciell (adjective)	speciell	adjective		<ul><li>special (figuratively of people &quot;strange, odd&quot;)</li></ul>			Kapitel_6 Rivstart_A1_A2
grön (adjective)	grön	adjective		<ul><li>green</li><li>green, immature, inexperienced</li></ul>			Kaptiel_7 Rivstart_A1_A2
sällan (adverb)	sällan	adverb		<ul><li>seldom, rarely</li></ul>	hon kommer sällan hit	she rarely comes here	Kapitel_5 Rivstart_A1_A2
position (noun)	position	noun	en	<ul><li>position (also figuratively of social status)</li></ul>	en stark position inom förbundet	a strong position in the union	Kapitel_1 Rivstart_A1_A2
skog (noun)	skog	noun	en	<ul><li>wood, forest, woodland, woods</li></ul>	ströva i skogen	stroll in the woods	Kaptiel_7 Rivstart_A1_A2
förklaring (noun)	förklaring	noun	en	<ul><li>explanation</li><li>declaration</li></ul>			Kapitel_9 Rivstart_A1_A2
springa (verb)	springa	verb	att	<ul><li>run</li></ul>	hon kom springande	she came running	Kaptiel_7 Rivstart_A1_A2
foto (noun)	foto	noun	ett	<ul><li>snapshot, photograph</li></ul>			Kapitel_1 Rivstart_A1_A2
stänga (verb)	stänga	verb	att	<ul><li>close, shut</li><li>close</li></ul>	stänga gränserna	close the borders	Kapitel_11 Rivstart_A1_A2
dotter (noun)	dotter	noun	en	<ul><li>daughter, sby&#39;s female child; a girl</li></ul>			Kapitel_1 Rivstart_A1_A2
